"Date","서울시 평균","강남구","강동구","강북구","강서구","관악구","광진구","구로구","금천구","노원구","도봉구","동대문구","동작구","마포구","서대문구","서초구","성동구","성북구","송파구","양천구","영등포구","용산구","은평구","종로구","중구","중랑구","","","",""
"2023-06-10","20","21","20","20","21","22","19","18","21","20","19","22","15","21","18","19","21","20","22","22","19","23","23","17","19","21","","","",""
"2023-06-11","13","15","12","13","15","14","12","13","14","13","12","14","","14","10","12","13","12","14","14","12","14","14","10","12","13","","","",""
"2023-06-12","18","19","18","17","21","18","16","16","18","17","17","19","18","18","16","16","18","18","20","20","17","20","20","14","17","19","","","",""
"2023-06-13","15","16","16","14","15","14","14","10","18","16","15","16","14","15","13","15","14","18","17","14","13","19","14","12","15","16","","","",""
"2023-06-14","18","19","18","17","19","20","16","20","19","18","18","19","19","18","18","21","17","17","19","19","17","21","19","15","17","18","","","",""
"2023-06-15","19","21","19","17","19","24","18","23","23","18","16","19","21","19","16","23","18","17","22","22","19","25","20","16","17","15","","","",""
"2023-06-16","16","17","16","16","15","16","15","14","16","17","15","16","16","14","14","16","16","17","19","16","12","19","17","13","15","18","","","",""
"2023-06-17","12","16","14","12","10","15","13","10","16","13","10","13","13","11","8","12","13","10","17","12","10","15","12","10","11","15","","","",""
"2023-06-18","16","19","17","17","15","18","16","13","19","17","15","16","18","15","12","15","17","14","18","15","13","21","16","13","14","18","","","",""
"2023-06-19","28","31","29","31","28","30","29","24","31","30","26","31","29","28","23","26","29","27","33","21","27","34","27","26","29","33","","","",""
"2023-06-20","21","21","19","26","21","19","20","16","19","24","21","33","19","21","17","16","20","21","21","21","19","21","23","24","26","23","","","",""
"2023-06-21","5","6","7","4","5","5","4","1","6","5","10","5","5","5","2","3","6","4","6","4","7","7","9","3","5","5","","","",""
"2023-06-22","9","11","8","8","11","11","7","8","12","8","7","9","10","10","7","8","10","7","9","11","9","13","10","7","10","8","","","",""
"2023-06-23","22","23","14","16","29","28","17","27","31","4","6","20","28","26","20","28","21","19","24","30","25","27","23","19","23","17","","","",""
"2023-06-24","25","26","22","27","28","29","24","21","30","23","22","26","29","24","20","23","25","26","27","27","23","28","26","25","25","25","","","",""
"2023-06-25","22","24","31","25","20","21","25","17","22","23","19","24","22","21","16","17","23","20","24","21","20","25","19","22","23","26","","","",""
"2023-06-26","10","12","9","10","10","10","10","5","11","11","8","10","10","10","6","6","11","10","9","10","7","12","11","9","11","11","","","",""
"2023-06-27","10","12","8","11","10","9","11","5","14","11","8","9","10","10","7","7","12","11","10","9","7","13","11","9","13","11","","","",""
"2023-06-28","21","21","17","23","23","20","25","17","27","22","21","21","22","21","19","17","21","22","19","25","19","22","25","20","22","21","","","",""
"2023-06-29","23","23","19","21","24","27","22","27","31","24","18","23","22","21","17","19","20","21","18","27","19","21","34","21","22","22","","","",""
"2023-06-30","23","25","22","18","24","28","23","20","27","17","21","24","24","24","21","23","22","23","25","27","21","26","30","23","24","25","","","",""
"2023-07-01","17","21","18","19","9","20","19","13","21","18","15","20","21","16","13","14","20","16","20","16","14","22","18","16","17","21","","","",""
"2023-07-02","13","15","15","15","12","13","14","7","15","14","11","14","15","12","9","9","14","12","16","12","10","16","16","12","13","15","","","",""
"2023-07-03","20","24","16","22","21","22","22","16","24","20","16","22","23","20","13","16","24","17","24","22","19","26","21","20","21","19","","","",""
"2023-07-04","23","26","7","23","23","23","25","19","23","23","27","25","23","23","18","19","35","20","24","24","22","25","28","21","34","25","","","",""
"2023-07-05","13","16","14","16","15","16","14","11","9","15","14","8","15","14","12","12","16","15","14","10","13","17","13","13","9","9","","","",""
"2023-07-06","26","27","23","28","27","26","25","22","27","28","28","27","26","26","28","23","26","27","26","27","23","30","32","24","27","28","","","",""
"2023-07-07","20","21","17","20","20","20","19","16","21","21","21","19","19","21","18","18","21","19","19","20","22","24","23","18","21","22","","","",""
"2023-07-08","6","8","6","7","5","2","6","2","7","7","7","7","6","6","6","3","7","7","7","6","5","9","9","5","6","7","","","",""
"2023-07-09","9","9","8","9","9","12","8","6","13","8","11","9","10","11","7","5","8","7","8","12","11","11","12","7","9","9","","","",""
"2023-07-10","20","21","16","17","28","22","17","18","24","16","15","19","22","25","17","16","19","17","19","31","21","24","23","17","20","19","","","",""
"2023-07-11","11","11","14","10","13","11","10","8","11","9","10","10","10","12","8","8","10","9","9","12","11","12","16","8","16","10","","","",""
"2023-07-12","15","16","14","14","15","16","9","12","13","14","14","14","15","15","13","14","15","16","15","18","14","17","22","13","14","16","","","",""
"2023-07-13","16","17","15","15","15","14","18","10","19","15","22","17","14","15","10","11","15","14","14","17","17","16","20","14","22","16","","","",""
"2023-07-14","9","12","6","9","10","8","4","7","12","10","7","11","10","11","4","7","12","8","8","13","8","11","11","10","10","11","","","",""
"2023-07-15","13","15","9","15","14","15","11","9","15","15","11","14","15","15","13","11","14","12","11","16","12","11","22","12","14","15","","","",""
"2023-07-16","16","17","14","19","14","14","17","12","15","19","17","17","16","16","16","13","17","15","15","16","14","18","25","14","15","19","","","",""
"2023-07-17","14","15","14","15","12","14","16","9","15","16","14","15","15","14","13","11","16","13","16","13","12","16","22","13","13","15","","","",""
"2023-07-18","8","6","7","3","14","8","9","5","8","7","8","8","8","9","9","5","11","13","4","5","9","9","18","7","10","6","","","",""
"2023-07-19","16","18","14","18","18","18","15","15","20","18","6","18","8","18","14","13","18","16","16","20","19","22","14","17","17","17","","","",""
"2023-07-20","39","42","41","42","36","39","42","34","41","39","36","41","46","37","33","36","39","39","42","39","39","42","39","38","39","44","","","",""
"2023-07-21","47","51","47","51","43","44","50","39","44","48","44","52","46","46","42","40","50","46","48","44","47","53","45","48","48","52","","","",""
"2023-07-22","21","23","19","24","22","21","21","16","23","21","17","22","23","23","17","15","23","17","21","24","24","23","21","20","22","22","","","",""
"2023-07-23","5","6","4","5","5","4","4","1","6","5","5","5","5","5","3","1","5","4","4","6","5","5","7","3","5","5","","","",""
"2023-07-24","13","16","12","18","13","12","13","8","10","15","15","17","15","14","9","9","13","13","13","13","13","15","17","14","15","15","","","",""
"2023-07-25","10","11","11","12","9","9","10","6","11","6","16","10","10","13","8","6","11","9","11","10","11","12","15","10","11","11","","","",""
"2023-07-26","6","7","5","6","5","6","6","2","8","5","4","5","7","6","3","1","7","4","6","6","6","8","8","5","6","6","","","",""
"2023-07-27","12","14","10","14","14","13","7","7","14","12","10","13","14","14","10","6","14","12","13","13","14","16","16","12","14","13","","","",""
"2023-07-28","22","24","22","26","23","20","23","15","23","24","19","24","24","22","18","14","23","17","24","23","23","26","22","22","23","25","","","",""
"2023-07-29","21","26","24","22","20","21","25","15","22","21","16","23","21","21","15","14","24","18","24","21","22","25","20","21","21","25","","","",""
"2023-07-30","9","13","10","10","9","11","10","7","12","4","6","11","12","10","7","4","9","8","11","11","11","13","7","9","10","8","","","",""
"2023-07-31","21","25","22","22","23","24","20","17","25","22","15","21","22","22","16","17","22","18","23","23","23","26","21","18","22","24","","","",""
"2023-08-01","21","16","21","22","15","26","15","19","30","21","16","23","27","23","17","16","18","16","25","25","26","26","18","20","22","18","","","",""
"2023-08-02","24","28","23","23","28","27","24","21","28","21","16","25","27","24","17","19","26","18","30","32","26","28","21","21","24","27","","","",""
"2023-08-03","15","17","13","13","17","15","13","11","16","12","12","15","14","16","12","8","19","11","15","17","17","20","16","14","16","17","","","",""
"2023-08-04","13","15","12","12","14","13","15","7","15","11","9","13","13","13","10","7","14","9","14","14","15","16","13","11","13","15","","","",""
"2023-08-05","13","15","14","12","14","15","14","8","16","12","9","12","15","13","10","7","14","8","15","14","14","15","14","11","13","14","","","",""
"2023-08-06","15","17","12","16","17","18","14","12","20","14","12","19","17","17","11","9","17","12","14","18","17","18","14","14","16","16","","","",""
"2023-08-07","6","7","4","6","7","6","4","3","10","5","3","4","7","7","3","1","6","4","7","7","8","9","10","6","6","5","","","",""
"2023-08-08","3","6","3","4","3","","2","1","5","3","2","3","4","4","3","1","4","1","3","4","5","4","6","2","","3","","","",""
"2023-08-09","3","3","3","4","3","3","1","1","5","3","2","3","3","5","2","1","5","2","4","3","5","5","4","1","3","3","","","",""
"2023-08-10","2","2","1","1","1","2","1","1","3","1","1","1","1","2","1","1","2","2","2","1","2","3","4","1","2","2","","","",""
"2023-08-11","9","12","11","9","9","11","11","7","12","10","7","10","11","10","7","8","12","9","10","9","10","3","5","8","10","11","","","",""
"2023-08-12","11","12","11","10","11","11","10","7","14","12","9","11","12","12","9","7","12","9","11","12","14","13","12","9","12","11","","","",""
"2023-08-13","18","20","19","21","13","20","13","9","23","20","16","19","20","19","16","14","21","18","19","19","20","17","20","7","18","19","","","",""
"2023-08-14","28","30","27","30","28","28","28","23","29","28","22","30","28","28","21","22","29","26","30","29","30","33","26","26","29","29","","","",""
"2023-08-15","16","17","14","19","15","18","13","12","21","16","14","16","18","17","14","11","14","14","15","19","18","20","18","14","16","16","","","",""
"2023-08-16","10","11","9","12","14","8","6","7","14","7","8","10","10","12","9","6","11","9","10","11","12","13","12","4","10","10","","","",""
"2023-08-17","17","20","17","19","18","17","15","12","18","17","14","19","17","17","15","12","19","15","19","13","18","21","18","18","18","19","","","",""
"2023-08-18","26","28","25","28","28","27","26","20","29","26","19","28","28","26","22","20","28","24","30","26","24","31","27","26","26","23","","","",""
"2023-08-19","19","22","24","26","17","17","22","10","17","26","20","20","17","17","17","13","21","16","23","15","16","21","20","18","17","24","","","",""
"2023-08-20","18","20","20","20","14","18","20","13","20","20","16","19","18","18","15","12","19","18","19","18","17","22","16","17","18","21","","","",""
"2023-08-21","16","19","17","17","17","17","18","10","19","18","13","19","17","16","13","13","19","10","18","16","17","22","12","15","16","19","","","",""
"2023-08-22","13","15","16","14","9","14","12","8","15","13","10","14","14","14","9","8","14","12","14","13","15","16","11","12","9","15","","","",""
"2023-08-23","6","6","14","4","5","5","7","2","6","12","8","5","5","5","3","1","7","4","5","5","6","7","6","6","6","14","","","",""
"2023-08-24","3","3","2","2","3","3","2","1","5","2","1","2","3","4","2","1","3","2","3","3","4","5","3","1","3","2","","","",""
"2023-08-25","8","10","9","4","9","10","8","3","12","7","6","9","11","10","8","3","10","7","11","10","10","13","8","4","8","8","","","",""
"2023-08-26","24","27","25","25","23","25","25","21","25","23","20","26","25","23","22","20","26","23","27","23","24","28","23","24","24","27","","","",""
"2023-08-27","19","21","18","19","20","21","19","18","22","19","15","19","21","19","14","13","20","16","20","20","21","22","17","17","18","20","","","",""
"2023-08-28","8","9","8","8","11","10","7","5","10","8","6","8","10","9","6","4","9","7","9","8","10","9","7","6","13","11","","","",""
"2023-08-29","7","8","7","7","8","7","6","3","8","9","5","7","7","10","5","4","7","7","7","6","7","12","8","7","7","7","","","",""
"2023-08-30","9","11","10","10","8","11","9","8","12","9","10","11","11","7","7","5","10","12","10","9","9","12","7","9","10","10","","","",""
"2023-08-31","12","15","14","11","11","10","14","10","13","11","14","12","12","10","10","11","13","14","15","10","10","16","10","12","11","13","","","",""
"2023-09-01","14","15","15","13","13","16","14","10","16","15","12","11","15","14","12","11","14","13","17","13","14","17","12","14","13","14","","","",""
